DATE,PERMNO,RET,formdate,DGTW_PORT,dgtw_vwret,DGTW_XRET
20000131,10016,-9.934%,19990630,245,2.136%,-12.07%
20000229,10016,13.24%,19990630,245,21.65%,-8.410%
20000331,10016,-1.948%,19990630,245,-7.304%,5.356%
20000430,10016,3.311%,19990630,245,-4.479%,7.791%
20000531,10016,-6.250%,19990630,245,-6.076%,-.1743%
20000630,10016,-5.983%,19990630,245,10.68%,-16.66%
20000731,10016,12.00%,20000630,243,2.900%,9.100%
20000831,10016,-1.623%,20000630,243,8.050%,-9.673%
20000930,10016,-6.436%,20000630,243,.8710%,-7.307%
20001031,10016,29.81%,20000630,243,.0930%,29.71%
20001130,10016,-13.32%,20000630,243,-.4929%,-12.82%
20001231,10016,12.23%,20000630,243,9.992%,2.233%
20010131,10016,3.073%,20000630,243,8.556%,-5.484%
20010228,10016,-1.355%,20000630,243,-.6211%,-.7339%
20010331,10016,-2.747%,20000630,243,-2.981%,.2336%
20010430,10016,6.215%,20000630,243,4.199%,2.015%
20010531,10016,,20000630,243,6.870%,
19870731,10017,15.94%,19870630,252,4.585%,11.36%
19870831,10017,16.25%,19870630,252,6.677%,9.573%
19870930,10017,-10.75%,19870630,252,-2.872%,-7.881%
19871031,10017,-33.73%,19870630,252,-30.39%,-3.342%
19871130,10017,5.455%,19870630,252,-3.164%,8.619%
19871231,10017,17.24%,19870630,252,4.997%,12.24%
19880131,10017,-1.471%,19870630,252,7.935%,-9.406%
19880229,10017,4.478%,19870630,252,8.299%,-3.821%
19880331,10017,1.429%,19870630,252,4.651%,-3.223%
19880430,10017,-1.408%,19870630,252,-2.266%,.8580%
19880531,10017,.0000%,19870630,252,-2.075%,2.075%
19880630,10017,1.429%,19870630,252,8.689%,-7.261%
19880731,10017,-4.225%,19880630,254,-3.310%,-.9154%
19880831,10017,13.97%,19880630,254,-2.181%,16.15%
19880930,10017,,19880630,254,4.649%,
19870731,10018,.0000%,19870630,131,1.833%,-1.833%
19870831,10018,.0000%,19870630,131,-.8382%,.8382%
19870930,10018,-25.00%,19870630,131,-1.378%,-23.62%
19871031,10018,.0000%,19870630,131,-32.40%,32.40%
19871130,10018,-8.333%,19870630,131,-11.88%,3.545%
19871231,10018,-18.18%,19870630,131,.7412%,-18.92%
19880131,10018,-11.11%,19870630,131,14.34%,-25.45%
19880229,10018,.0000%,19870630,131,4.055%,-4.055%
19880331,10018,-12.50%,19870630,131,9.297%,-21.80%
19880430,10018,121.4%,19870630,131,-.0200%,121.4%
19880531,10018,-19.35%,19870630,131,-4.396%,-14.96%
19880630,10018,.0000%,19870630,131,5.799%,-5.799%
19880731,10018,.0000%,19880630,153,-.6278%,.6278%
19880831,10018,-4.000%,19880630,153,-1.933%,-2.067%
19880930,10018,.0000%,19880630,153,1.396%,-1.396%
19881031,10018,-4.167%,19880630,153,-1.804%,-2.362%
19881130,10018,-17.39%,19880630,153,-2.594%,-14.80%
19881231,10018,-42.11%,19880630,153,2.914%,-45.02%
19890131,10018,.0000%,19880630,153,7.357%,-7.357%
19890228,10018,.0000%,19880630,153,.9671%,-.9671%
19890331,10018,72.73%,19880630,153,4.786%,67.94%
19890430,10018,.0000%,19880630,153,3.050%,-3.050%
19890531,10018,-5.263%,19880630,153,3.575%,-8.838%
19890630,10018,.0000%,19880630,153,-.7349%,.7349%
19890731,10018,.0000%,19890630,132,2.509%,-2.509%
19890831,10018,.0000%,19890630,132,3.286%,-3.286%
19890930,10018,5.556%,19890630,132,-1.814%,7.370%
19891031,10018,.0000%,19890630,132,-6.617%,6.617%
19891130,10018,.0000%,19890630,132,-2.271%,2.271%
19891231,10018,-5.263%,19890630,132,-1.272%,-3.991%
19900131,10018,55.56%,19890630,132,-7.384%,62.94%
19900228,10018,10.71%,19890630,132,.7337%,9.981%
19900331,10018,12.90%,19890630,132,1.423%,11.48%
19900430,10018,8.571%,19890630,132,-3.578%,12.15%
19900531,10018,2.632%,19890630,132,5.082%,-2.451%
19900630,10018,20.51%,19890630,132,1.199%,19.31%
19900731,10018,2.128%,19900630,135,-1.656%,3.784%
19900831,10018,.0000%,19900630,135,-10.68%,10.68%
19900930,10018,14.58%,19900630,135,-7.682%,22.27%
19901031,10018,.0000%,19900630,135,-6.414%,6.414%
19901130,10018,-16.36%,19900630,135,6.988%,-23.35%
19901231,10018,-2.174%,19900630,135,5.490%,-7.664%
19910131,10018,-4.444%,19900630,135,9.289%,-13.73%
19910228,10018,13.95%,19900630,135,7.279%,6.675%
19910331,10018,.0000%,19900630,135,8.414%,-8.414%
19910430,10018,.0000%,19900630,135,-1.645%,1.645%
19910531,10018,-6.122%,19900630,135,3.965%,-10.09%
19910630,10018,-15.22%,19900630,135,-6.298%,-8.919%
19910731,10018,5.128%,19910630,124,2.454%,2.674%
19910831,10018,.0000%,19910630,124,4.301%,-4.301%
19910930,10018,7.317%,19910630,124,4.564%,2.753%
19911031,10018,2.273%,19910630,124,6.421%,-4.148%
19911130,10018,6.667%,19910630,124,2.242%,4.425%
19911231,10018,56.25%,19910630,124,5.579%,50.67%
19920131,10018,6.667%,19910630,124,13.14%,-6.469%
19920229,10018,10.00%,19910630,124,1.510%,8.490%
19920331,10018,.0000%,19910630,124,-3.528%,3.528%
19920430,10018,-4.545%,19910630,124,-3.193%,-1.352%
19920531,10018,-19.05%,19910630,124,2.176%,-21.22%
19920630,10018,.0000%,19910630,124,-7.450%,7.450%
19920731,10018,.0000%,19920630,135,2.948%,-2.948%
19920831,10018,.0000%,19920630,135,-1.243%,1.243%
19920930,10018,-17.65%,19920630,135,3.200%,-20.85%
19921031,10018,71.43%,19920630,135,.4222%,71.01%
19921130,10018,.0000%,19920630,135,12.14%,-12.14%
19921231,10018,33.33%,19920630,135,4.464%,28.87%
19930131,10018,18.75%,19920630,135,3.732%,15.02%
19930228,10018,-15.79%,19920630,135,-2.658%,-13.13%
19930331,10018,9.375%,19920630,135,.4152%,8.960%
19930430,10018,-14.29%,19920630,135,-3.660%,-10.63%
19930531,10018,.0000%,19920630,135,4.080%,-4.080%
19930630,10018,6.667%,19920630,135,1.106%,5.561%
19930731,10018,-25.00%,19930630,125,2.358%,-27.36%
19930831,10018,.0000%,19930630,125,7.415%,-7.415%
19930930,10018,-50.00%,19930630,125,3.018%,-53.02%
19931031,10018,25.00%,19930630,125,5.495%,19.51%
19931130,10018,6.667%,19930630,125,-2.901%,9.567%
19931231,10018,-12.50%,19930630,125,4.297%,-16.80%
19940131,10018,14.29%,19930630,125,2.381%,11.90%
19940228,10018,-12.50%,19930630,125,-1.782%,-10.72%
19940331,10018,-28.57%,19930630,125,-4.441%,-24.13%
19940430,10018,.0000%,19930630,125,-5.120%,5.120%
19940531,10018,.0000%,19930630,125,.0601%,-.0601%
19940630,10018,10.00%,19930630,125,-5.324%,15.32%
19940731,10018,27.27%,19940630,121,2.701%,24.57%
19940831,10018,-21.43%,19940630,121,3.304%,-24.73%
19940930,10018,.0000%,19940630,121,2.488%,-2.488%
19941031,10018,.0000%,19940630,121,-.5540%,.5540%
19941130,10018,63.64%,19940630,121,-7.187%,70.82%
19941231,10018,-11.11%,19940630,121,-5.094%,-6.017%
19950131,10018,.0000%,19940630,121,7.261%,-7.261%
19950228,10018,.0000%,19940630,121,-.0922%,.0922%
19950331,10018,-25.00%,19940630,121,1.179%,-26.18%
19950430,10018,.0000%,19940630,121,4.325%,-4.325%
19950531,10018,-50.00%,19940630,121,1.288%,-51.29%
19950630,10018,-16.67%,19940630,121,10.92%,-27.58%
19950731,10018,-20.00%,19950630,131,10.57%,-30.57%
19950831,10018,-12.50%,19950630,131,6.758%,-19.26%
19950930,10018,-14.29%,19950630,131,2.827%,-17.11%
19951031,10018,-33.33%,19950630,131,-9.430%,-23.90%
19951130,10018,,19950630,131,-4.045%,
19870731,10019,.0000%,19870630,122,-1.729%,1.729%
19870831,10019,15.15%,19870630,122,3.482%,11.67%
19870930,10019,-7.895%,19870630,122,-2.111%,-5.784%
19871031,10019,-28.57%,19870630,122,-32.53%,3.962%
19871130,10019,-2.800%,19870630,122,-9.543%,6.743%
19871231,10019,20.83%,19870630,122,-1.403%,22.24%
19880131,10019,-3.448%,19870630,122,12.95%,-16.40%
19880229,10019,24.29%,19870630,122,14.95%,9.336%
19880331,10019,1.449%,19870630,122,6.963%,-5.513%
19880430,10019,-12.86%,19870630,122,-.0726%,-12.78%
19880531,10019,2.623%,19870630,122,-3.510%,6.133%
19880630,10019,12.90%,19870630,122,7.077%,5.826%
19880731,10019,5.714%,19880630,124,-1.130%,6.844%
19880831,10019,1.351%,19880630,124,-2.498%,3.849%
19880930,10019,-2.667%,19880630,124,2.708%,-5.375%
19881031,10019,.0000%,19880630,124,-1.250%,1.250%
19881130,10019,-1.370%,19880630,124,-3.182%,1.812%
19881231,10019,22.22%,19880630,124,5.899%,16.32%
19890131,10019,6.818%,19880630,124,2.401%,4.417%
19890228,10019,-12.77%,19880630,124,1.072%,-13.84%
19890331,10019,12.20%,19880630,124,1.451%,10.74%
19890430,10019,10.87%,19880630,124,3.965%,6.904%
19890531,10019,13.73%,19880630,124,4.012%,9.713%
19890630,10019,-5.172%,19880630,124,-1.983%,-3.190%
19890731,10019,3.636%,19890630,125,3.872%,-.2360%
19890831,10019,-8.772%,19890630,125,3.221%,-11.99%
19890930,10019,3.846%,19890630,125,2.852%,.9942%
19891031,10019,-3.704%,19890630,125,-4.188%,.4846%
19891130,10019,-5.769%,19890630,125,-.4409%,-5.328%
19891231,10019,12.24%,19890630,125,.1279%,12.12%
19900131,10019,-12.73%,19890630,125,-12.10%,-.6250%
19900228,10019,4.167%,19890630,125,3.193%,.9738%
19900331,10019,8.000%,19890630,125,5.241%,2.759%
19900430,10019,-1.852%,19890630,125,-1.623%,-.2286%
19900531,10019,-1.887%,19890630,125,4.356%,-6.243%
19900630,10019,-25.96%,19890630,125,3.097%,-29.06%
19900731,10019,-3.896%,19900630,123,-4.314%,.4176%
19900831,10019,-24.32%,19900630,123,-14.54%,-9.784%
19900930,10019,-17.86%,19900630,123,-11.74%,-6.116%
19901031,10019,8.696%,19900630,123,-6.516%,15.21%
19901130,10019,10.00%,19900630,123,5.435%,4.565%
19901231,10019,-5.455%,19900630,123,1.487%,-6.941%
19910131,10019,.0000%,19900630,123,8.139%,-8.139%
19910228,10019,7.692%,19900630,123,9.598%,-1.906%
19910331,10019,5.357%,19900630,123,7.394%,-2.037%
19910430,10019,5.085%,19900630,123,3.469%,1.615%
19910531,10019,3.226%,19900630,123,1.704%,1.522%
19910630,10019,-6.250%,19900630,123,-1.926%,-4.324%
19910731,10019,3.333%,19910630,122,.8152%,2.518%
19910831,10019,.0000%,19910630,122,2.143%,-2.143%
19910930,10019,-8.065%,19910630,122,.0375%,-8.102%
19911031,10019,5.263%,19910630,122,.9987%,4.264%
19911130,10019,-8.333%,19910630,122,-3.932%,-4.401%
19911231,10019,-10.91%,19910630,122,-2.363%,-8.546%
19920131,10019,8.163%,19910630,122,12.75%,-4.589%
19920229,10019,16.98%,19910630,122,4.310%,12.67%
19920331,10019,9.677%,19910630,122,-.8554%,10.53%
19920430,10019,-2.941%,19910630,122,-4.269%,1.328%
19920531,10019,-22.73%,19910630,122,-2.720%,-20.01%
19920630,10019,-17.65%,19910630,122,-4.742%,-12.91%
19920731,10019,-4.762%,19920630,132,.9184%,-5.680%
19920831,10019,-2.500%,19920630,132,-1.367%,-1.133%
19920930,10019,2.564%,19920630,132,-.1579%,2.722%
19921031,10019,30.00%,19920630,132,2.498%,27.50%
19921130,10019,11.54%,19920630,132,10.73%,.8095%
19921231,10019,15.52%,19920630,132,2.526%,12.99%
19930131,10019,13.43%,19920630,132,9.656%,3.777%
19930228,10019,-5.263%,19920630,132,-3.005%,-2.258%
19930331,10019,-30.56%,19920630,132,1.787%,-32.34%
19930430,10019,20.00%,19920630,132,-3.223%,23.22%
19930531,10019,16.67%,19920630,132,4.765%,11.90%
19930630,10019,-2.857%,19920630,132,1.478%,-4.336%
19930731,10019,5.882%,19930630,144,2.448%,3.435%
19930831,10019,-16.67%,19930630,144,4.086%,-20.75%
19930930,10019,1.667%,19930630,144,4.414%,-2.747%
19931031,10019,24.59%,19930630,144,4.291%,20.30%
19931130,10019,-5.263%,19930630,144,-1.448%,-3.815%
19931231,10019,-13.89%,19930630,144,1.926%,-15.81%
19940131,10019,9.677%,19930630,144,6.684%,2.994%
19940228,10019,4.412%,19930630,144,1.314%,3.098%
19940331,10019,-4.225%,19930630,144,-4.242%,.0171%
19940430,10019,5.882%,19930630,144,-.3456%,6.228%
19940531,10019,2.778%,19930630,144,2.037%,.7408%
19940630,10019,-16.22%,19930630,144,-2.797%,-13.42%
19940731,10019,-16.13%,19940630,143,.3108%,-16.44%
19940831,10019,5.769%,19940630,143,3.139%,2.630%
19940930,10019,12.73%,19940630,143,3.025%,9.702%
19941031,10019,.0000%,19940630,143,.4890%,-.4890%
19941130,10019,22.58%,19940630,143,-.0812%,22.66%
19941231,10019,.0000%,19940630,143,-.4796%,.4796%
19950131,10019,11.84%,19940630,143,1.842%,10.00%
19950228,10019,4.706%,19940630,143,4.027%,.6790%
19950331,10019,19.10%,19940630,143,1.688%,17.41%
19950430,10019,-3.774%,19940630,143,2.054%,-5.827%
19950531,10019,-9.804%,19940630,143,2.019%,-11.82%
19950630,10019,2.174%,19940630,143,5.771%,-3.598%
19950731,10019,-13.83%,19950630,144,3.201%,-17.03%
19950831,10019,13.58%,19950630,144,5.325%,8.256%
19950930,10019,-10.87%,19950630,144,2.039%,-12.91%
19951031,10019,-12.20%,19950630,144,-2.062%,-10.13%
19951130,10019,5.556%,19950630,144,1.831%,3.725%
19951231,10019,-2.632%,19950630,144,2.191%,-4.822%
19960131,10019,27.03%,19950630,144,-.1106%,27.14%
19960229,10019,4.255%,19950630,144,2.420%,1.836%
19960331,10019,11.22%,19950630,144,2.040%,9.185%
19960430,10019,13.76%,19950630,144,3.571%,10.19%
19960531,10019,-4.839%,19950630,144,3.290%,-8.129%
19960630,10019,-16.95%,19950630,144,-1.920%,-15.03%
19960731,10019,3.061%,19960630,133,-3.516%,6.577%
19960831,10019,10.89%,19960630,133,5.564%,5.327%
19960930,10019,10.71%,19960630,133,2.770%,7.944%
19961031,10019,5.645%,19960630,133,.5176%,5.128%
19961130,10019,-8.397%,19960630,133,4.108%,-12.50%
19961231,10019,5.000%,19960630,133,2.254%,2.746%
19970131,10019,3.175%,19960630,133,4.669%,-1.494%
19970228,10019,12.31%,19960630,133,1.013%,11.29%
19970331,10019,-17.81%,19960630,133,-1.322%,-16.49%
19970430,10019,9.167%,19960630,133,-2.129%,11.30%
19970531,10019,-2.290%,19960630,133,6.215%,-8.505%
19970630,10019,17.19%,19960630,133,6.223%,10.96%
19970731,10019,4.000%,19970630,144,5.747%,-1.747%
19970831,10019,31.67%,19970630,144,3.370%,28.30%
19970930,10019,28.78%,19970630,144,11.50%,17.29%
19971031,10019,-6.061%,19970630,144,-.7432%,-5.317%
19971130,10019,-4.677%,19970630,144,-.5570%,-4.120%
19971231,10019,-21.19%,19970630,144,1.433%,-22.62%
19980131,10019,4.032%,19970630,144,-.0749%,4.107%
19980228,10019,25.58%,19970630,144,4.973%,20.61%
19980331,10019,9.877%,19970630,144,1.832%,8.045%
19980430,10019,-4.494%,19970630,144,2.005%,-6.500%
19980531,10019,-8.824%,19970630,144,-2.378%,-6.446%
19980630,10019,-7.097%,19970630,144,-1.879%,-5.218%
19980731,10019,-1.389%,19980630,135,-6.901%,5.512%
19980831,10019,-66.90%,19980630,135,-24.88%,-42.02%
19980930,10019,-27.66%,19980630,135,8.228%,-35.89%
19981031,10019,44.12%,19980630,135,3.763%,40.35%
19981130,10019,-7.143%,19980630,135,7.595%,-14.74%
19981231,10019,-18.68%,19980630,135,5.461%,-24.14%
19990131,10019,21.62%,19980630,135,6.756%,14.87%
19990228,10019,-11.11%,19980630,135,-5.533%,-5.578%
19990331,10019,-2.500%,19980630,135,-5.372%,2.872%
19990430,10019,-16.67%,19980630,135,4.915%,-21.58%
19990531,10019,-1.538%,19980630,135,9.532%,-11.07%
19990630,10019,18.75%,19980630,135,4.221%,14.53%
19990731,10019,-1.316%,19990630,121,2.379%,-3.695%
19990831,10019,-10.67%,19990630,121,-.8625%,-9.804%
19990930,10019,-28.36%,19990630,121,2.174%,-30.53%
19991031,10019,58.33%,19990630,121,-7.720%,66.05%
19991130,10019,-18.42%,19990630,121,22.51%,-40.93%
19991231,10019,159.7%,19990630,121,12.34%,147.3%
20000131,10019,-41.61%,19990630,121,15.87%,-57.49%
20000229,10019,51.06%,19990630,121,23.40%,27.67%
20000331,10019,-30.99%,19990630,121,1.887%,-32.87%
20000430,10019,-2.041%,19990630,121,-21.92%,19.88%
20000531,10019,-5.208%,19990630,121,-15.82%,10.61%
20000630,10019,-12.09%,19990630,121,27.66%,-39.74%
20010731,10019,-22.83%,20010630,131,-12.10%,-10.73%
20010831,10019,-7.405%,20010630,131,-9.720%,2.316%
20010930,10019,-9.636%,20010630,131,-22.33%,12.69%
20011031,10019,-17.70%,20010630,131,14.52%,-32.22%
20011130,10019,-18.28%,20010630,131,23.71%,-41.99%
20011231,10019,64.47%,20010630,131,12.03%,52.44%
20020131,10019,-36.03%,20010630,131,-2.232%,-33.80%
20020228,10019,6.303%,20010630,131,-13.52%,19.82%
20020331,10019,52.88%,20010630,131,7.078%,45.80%
20020430,10019,2.347%,20010630,131,-6.422%,8.769%
20020531,10019,.7519%,20010630,131,-7.959%,8.711%
20020630,10019,,20010630,131,-7.415%,
19870731,10020,4.478%,19870630,223,4.902%,-.4241%
19870831,10020,12.86%,19870630,223,5.919%,6.938%
19870930,10020,-3.165%,19870630,223,-3.263%,.0982%
19871031,10020,-13.16%,19870630,223,-27.74%,14.58%
19871130,10020,15.00%,19870630,223,-1.707%,16.71%
19871231,10020,16.67%,19870630,223,11.37%,5.294%
19880131,10020,.0000%,19870630,223,1.826%,-1.826%
19880229,10020,.0000%,19870630,223,7.428%,-7.428%
19880331,10020,1.250%,19870630,223,6.102%,-4.852%
19880430,10020,.0000%,19870630,223,.6256%,-.6256%
19880531,10020,-6.832%,19870630,223,-1.940%,-4.892%
19880630,10020,-1.333%,19870630,223,7.509%,-8.843%
19880731,10020,2.721%,19880630,325,-.4687%,3.190%
19880831,10020,-13.91%,19880630,325,-3.951%,-9.956%
19880930,10020,.8000%,19880630,325,.5162%,.2838%
19881031,10020,.0000%,19880630,325,-.2105%,.2105%
19881130,10020,1.538%,19880630,325,-2.003%,3.542%
19881231,10020,-.8000%,19880630,325,7.919%,-8.719%
19890131,10020,.0000%,19880630,325,1.117%,-1.117%
19890228,10020,-11.86%,19880630,325,-2.867%,-8.997%
19890331,10020,5.808%,19880630,325,3.274%,2.534%
19890430,10020,-2.752%,19880630,325,4.368%,-7.121%
19890531,10020,-5.660%,19880630,325,2.716%,-8.377%
19890630,10020,3.040%,19880630,325,-4.334%,7.374%
19890731,10020,.0000%,19890630,221,1.455%,-1.455%
19890831,10020,-1.961%,19890630,221,.5357%,-2.496%
19890930,10020,21.04%,19890630,221,-.9220%,21.96%
19891031,10020,1.667%,19890630,221,-7.534%,9.201%
19891130,10020,-4.918%,19890630,221,3.045%,-7.963%
19891231,10020,-5.862%,19890630,221,.3191%,-6.181%
19900131,10020,-.9259%,19890630,221,-7.729%,6.803%
19900228,10020,2.804%,19890630,221,2.319%,.4847%
19900331,10020,4.727%,19890630,221,4.569%,.1585%
19900430,10020,.0000%,19890630,221,-3.642%,3.642%
19900531,10020,-1.754%,19890630,221,7.887%,-9.642%
19900630,10020,-10.54%,19890630,221,2.555%,-13.09%
19900731,10020,-2.020%,19900630,234,-2.660%,.6395%
19900831,10020,-13.40%,19900630,234,-12.04%,-1.362%
19900930,10020,1.429%,19900630,234,-7.831%,9.260%
19901031,10020,4.762%,19900630,234,-3.637%,8.398%
19901130,10020,-2.273%,19900630,234,5.298%,-7.571%
19901231,10020,6.140%,19900630,234,7.751%,-1.611%
19910131,10020,-2.222%,19900630,234,9.884%,-12.11%
19910228,10020,4.545%,19900630,234,8.662%,-4.116%
19910331,10020,12.26%,19900630,234,8.159%,4.101%
19910430,10020,.0000%,19900630,234,-.2613%,.2613%
19910531,10020,5.882%,19900630,234,4.446%,1.437%
19910630,10020,6.741%,19900630,234,-.7212%,7.462%
19910731,10020,4.386%,19910630,342,1.540%,2.846%
19910831,10020,2.521%,19910630,342,2.536%,-.0149%
19910930,10020,1.049%,19910630,342,.6793%,.3699%
19911031,10020,-4.918%,19910630,342,-.4520%,-4.466%
19911130,10020,-1.724%,19910630,342,-4.188%,2.464%
19911231,10020,2.947%,19910630,342,7.477%,-4.530%
19920131,10020,2.586%,19910630,342,8.897%,-6.310%
19920229,10020,5.882%,19910630,342,5.229%,.6532%
19920331,10020,23.30%,19910630,342,-2.923%,26.22%
19920430,10020,.0000%,19910630,342,.2884%,-.2884%
19920531,10020,-1.299%,19910630,342,.1024%,-1.401%
19920630,10020,6.158%,19910630,342,-2.114%,8.272%
19920731,10020,1.250%,19920630,334,6.173%,-4.923%
19920831,10020,-4.938%,19920630,334,-3.937%,-1.001%
19920930,10020,5.429%,19920630,334,2.044%,3.385%
19921031,10020,.6211%,19920630,334,5.280%,-4.659%
19921130,10020,3.086%,19920630,334,8.190%,-5.104%
19921231,10020,9.796%,19920630,334,5.039%,4.758%
19930131,10020,-4.396%,19920630,334,2.180%,-6.576%
19930228,10020,4.598%,19920630,334,-2.809%,7.407%
19930331,10020,11.74%,19920630,334,6.719%,5.017%
19930430,10020,-5.941%,19920630,334,-6.681%,.7405%
19870731,10021,-14.29%,19870630,122,-1.729%,-12.56%
19870831,10021,16.67%,19870630,122,3.482%,13.18%
19870930,10021,-24.49%,19870630,122,-2.111%,-22.38%
19871031,10021,-54.05%,19870630,122,-32.53%,-21.52%
19871130,10021,5.882%,19870630,122,-9.543%,15.43%
19871231,10021,27.78%,19870630,122,-1.403%,29.18%
19880131,10021,-13.04%,19870630,122,12.95%,-25.99%
19880229,10021,20.00%,19870630,122,14.95%,5.050%
19880331,10021,4.167%,19870630,122,6.963%,-2.796%
19880430,10021,.0000%,19870630,122,-.0726%,.0726%
19880531,10021,-24.00%,19870630,122,-3.510%,-20.49%
19880630,10021,31.58%,19870630,122,7.077%,24.50%
19880731,10021,-4.000%,19880630,132,1.102%,-5.102%
19880831,10021,.0000%,19880630,132,-2.991%,2.991%
19880930,10021,-12.50%,19880630,132,2.403%,-14.90%
19881031,10021,-9.524%,19880630,132,-1.263%,-8.261%
19881130,10021,10.53%,19880630,132,-7.330%,17.86%
19881231,10021,19.05%,19880630,132,4.720%,14.33%
19890131,10021,16.00%,19880630,132,4.956%,11.04%
19890228,10021,-10.34%,19880630,132,.2727%,-10.62%
19890331,10021,-7.692%,19880630,132,8.034%,-15.73%
19890430,10021,-8.333%,19880630,132,.8772%,-9.210%
19890531,10021,9.091%,19880630,132,.8389%,8.252%
19890630,10021,-25.00%,19880630,132,-1.152%,-23.85%
19890731,10021,.0000%,19890630,124,3.163%,-3.163%
19890831,10021,-11.11%,19890630,124,2.940%,-14.05%
19890930,10021,31.25%,19890630,124,.5048%,30.75%
19891031,10021,.0000%,19890630,124,-4.724%,4.724%
19891130,10021,-23.81%,19890630,124,-1.041%,-22.77%
19891231,10021,-12.50%,19890630,124,-2.126%,-10.37%
19900131,10021,10.71%,19890630,124,-4.624%,15.34%
19900228,10021,-16.13%,19890630,124,1.576%,-17.71%
19900331,10021,-19.23%,19890630,124,4.715%,-23.95%
19900430,10021,-4.762%,19890630,124,-2.739%,-2.023%
19900531,10021,-20.00%,19890630,124,6.442%,-26.44%
19900630,10021,18.75%,19890630,124,-.3142%,19.06%
19900731,10021,10.53%,19900630,131,-4.272%,14.80%
19900831,10021,-4.762%,19900630,131,-14.39%,9.625%
19900930,10021,.0000%,19900630,131,-10.71%,10.71%
19901031,10021,20.00%,19900630,131,-11.10%,31.10%
19901130,10021,-25.00%,19900630,131,2.198%,-27.20%
19901231,10021,-33.33%,19900630,131,-.4011%,-32.93%
19910131,10021,50.00%,19900630,131,22.21%,27.79%
19910228,10021,.0000%,19900630,131,21.35%,-21.35%
19910331,10021,.0000%,19900630,131,16.38%,-16.38%
19910430,10021,44.44%,19900630,131,.7326%,43.71%
19910531,10021,-30.77%,19900630,131,3.085%,-33.85%
19910630,10021,-11.11%,19900630,131,.7477%,-11.86%
19910731,10021,-12.50%,19910630,144,2.258%,-14.76%
19910831,10021,.0000%,19910630,144,.6930%,-.6930%
19910930,10021,.0000%,19910630,144,-.4842%,.4842%
19911031,10021,-28.57%,19910630,144,.2989%,-28.87%
19911130,10021,.0000%,19910630,144,-.8279%,.8279%
19911231,10021,20.00%,19910630,144,3.824%,16.18%
19920131,10021,16.67%,19910630,144,11.74%,4.931%
19920229,10021,.0000%,19910630,144,6.217%,-6.217%
19920331,10021,,19910630,144,.0292%,
19920430,10021,-35.71%,19910630,144,-.5346%,-35.18%
19920531,10021,-5.556%,19910630,144,1.238%,-6.794%
19920630,10021,.0000%,19910630,144,-3.099%,3.099%
19920731,10021,-5.882%,19920630,141,-1.564%,-4.318%
19920831,10021,-50.00%,19920630,141,-5.719%,-44.28%
19920930,10021,112.5%,19920630,141,-1.392%,113.9%
19921031,10021,-5.882%,19920630,141,-1.563%,-4.319%
19921130,10021,.0000%,19920630,141,10.20%,-10.20%
19921231,10021,-5.000%,19920630,141,6.675%,-11.68%
19930131,10021,.0000%,19920630,141,7.247%,-7.247%
19930228,10021,.0000%,19920630,141,-2.502%,2.502%
19930331,10021,13.16%,19920630,141,2.065%,11.09%
19930430,10021,11.63%,19920630,141,-1.622%,13.25%
19930531,10021,.0000%,19920630,141,2.999%,-2.999%
19930630,10021,-33.33%,19920630,141,-.7638%,-32.57%
19930731,10021,3.125%,19930630,153,2.304%,.8209%
19930831,10021,-6.061%,19930630,153,3.514%,-9.574%
19930930,10021,.0000%,19930630,153,4.759%,-4.759%
19931031,10021,-48.39%,19930630,153,7.230%,-55.62%
19931130,10021,.0000%,19930630,153,-1.954%,1.954%
19931231,10021,9.375%,19930630,153,1.341%,8.034%
19940131,10021,25.71%,19930630,153,3.460%,22.25%
19940228,10021,9.091%,19930630,153,1.721%,7.370%
19940331,10021,10.42%,19930630,153,-5.231%,15.65%
19940430,10021,.0000%,19930630,153,1.404%,-1.404%
19940531,10021,.0000%,19930630,153,1.104%,-1.104%
19940630,10021,.0000%,19930630,153,-.6106%,.6106%
19940731,10021,.0000%,19940630,151,2.763%,-2.763%
19940831,10021,28.30%,19940630,151,1.329%,26.97%
19940930,10021,276.5%,19940630,151,2.803%,273.7%
19941031,10021,35.94%,19940630,151,6.541%,29.40%
19941130,10021,-35.63%,19940630,151,-3.462%,-32.17%
19941231,10021,67.86%,19940630,151,-3.515%,71.37%
19950131,10021,-4.255%,19940630,151,5.672%,-9.927%
19950228,10021,2.222%,19940630,151,1.455%,.7668%
19950331,10021,-30.43%,19940630,151,-4.031%,-26.40%
19950430,10021,12.50%,19940630,151,7.062%,5.438%
19950531,10021,-5.556%,19940630,151,4.958%,-10.51%
19950630,10021,-11.76%,19940630,151,4.760%,-16.52%
19950731,10021,6.667%,19950630,125,10.37%,-3.699%
19950831,10021,-3.125%,19950630,125,7.037%,-10.16%
19950930,10021,-12.90%,19950630,125,3.894%,-16.80%
19951031,10021,33.33%,19950630,125,-4.456%,37.79%
19951130,10021,-16.67%,19950630,125,4.135%,-20.80%
19951231,10021,-40.00%,19950630,125,1.977%,-41.98%
19870731,10024,-2.857%,19870630,123,.3353%,-3.192%
19870831,10024,5.882%,19870630,123,1.886%,3.996%
19870930,10024,8.333%,19870630,123,-.4610%,8.794%
19871031,10024,-28.21%,19870630,123,-30.53%,2.321%
